gene	scaf	strand	n_exons	n_introns	utr5_start	utr5_end	utr5_len	utr3_start	utr3_end	utr3_len	n_utr5_introns	first_intron_start	first_intron_end
g11464	Scaffolds_3	+	1	0			0			0	0		
g14924	Scaffolds_5	-	1	0			0			0	0		
g14398	Scaffolds_4	+	1	0			0			0	0		
g8735	Scaffolds_23	+	1	0			0			0	0		
g2702	Scaffolds_15	-	1	0			0			0	0		
g5552	Scaffolds_19	-	2	1	825109	825269	161			0	0	824583	825084
g7586	Scaffolds_21	-	1	0			0			0	0		
g6280	Scaffolds_2	+	1	0			0			0	0		
g16075	Scaffolds_9	-	1	0			0			0	0		
g3739	Scaffolds_16	-	1	0	1358313	1358571	259			0	0		
g15413	Scaffolds_8	+	1	0			0			0	0		
g9456	Scaffolds_25	-	1	0			0			0	0		
g13851	Scaffolds_4	+	1	0	997671	998096	426			0	0		
g1651	Scaffolds_11	+	2	1			0	1444647	1444983	337	0	1443471	1443979
g2335	Scaffolds_14	-	1	0			0			0	0		
g15316	Scaffolds_7	+	3	2			0	431898	432694	797	0	429737	429845
g2175	Scaffolds_14	-	1	0			0			0	0		
g7134	Scaffolds_21	-	2	1			0			0	0	401258	401603
g1765	Scaffolds_13	-	14	13	69514	69742	229			0	0	64314	64605
g5021	Scaffolds_18	+	1	0			0			0	0		
g382	Scaffolds_0	+	1	0			0			0	0		
g3035	Scaffolds_15	+	1	0			0			0	0		
g2534	Scaffolds_14	-	1	0			0			0	0		
g12520	Scaffolds_31	-	1	0			0			0	0		
g791	Scaffolds_1	-	2	1	1181253	1181751	499			0	0	1180752	1180873
g5151	Scaffolds_18	+	1	0			0			0	0		
g6632	Scaffolds_20	+	3	2			0			0	0	699796	699986
g2065	Scaffolds_14	-	1	0			0			0	0		
g3716	Scaffolds_16	-	1	0			0			0	0		
g5934	Scaffolds_19	-	2	1			0			0	0	2101213	2101288
g11133	Scaffolds_29	-	1	0			0			0	0		
g14585	Scaffolds_4	+	19	18			0	3838390	3838470	81	0	3830932	3831522
g3019	Scaffolds_15	+	5	4			0	1713713	1713867	155	0	1712612	1712714
g12865	Scaffolds_33	+	2	1			0	205656	206286	631	0	204427	204764
g3502	Scaffolds_16	+	1	0			0			0	0		
g15131	Scaffolds_6	-	1	0			0			0	0		
g1260	Scaffolds_10	-	3	2			0			0	0	1536194	1536371
g8850	Scaffolds_23	-	1	0			0			0	0		
g15855	Scaffolds_9	-	1	0			0			0	0		
g13133	Scaffolds_33	+	1	0			0			0	0		
g1900	Scaffolds_13	-	2	1	523609	523642	34			0	0	523335	523427
g4633	Scaffolds_18	+	2	1			0	1404423	1404610	188	0	1403142	1403375
g6744	Scaffolds_20	-	1	0			0			0	0		
g1888	Scaffolds_13	+	1	0			0			0	0		
g14632	Scaffolds_5	-	3	2	172953	174286	1334			0	0	172115	172628
g14107	Scaffolds_4	+	1	0			0			0	0		
g7629	Scaffolds_21	+	5	4			0	2284816	2287143	2328	0	2282950	2283045
g13983	Scaffolds_4	-	3	2	1487479	1488921	1443			0	0	1486715	1487002
g10566	Scaffolds_28	-	1	0	891125	891670	546			0	0		
g244	Scaffolds_0	+	2	1			0	993951	996020	2070	0	992697	992996
g2973	Scaffolds_15	-	1	0			0			0	0		
g1940	Scaffolds_13	+	1	0			0			0	0		
g10151	Scaffolds_26	+	2	1			0			0	0	1538151	1539004
g7569	Scaffolds_21	-	1	0			0			0	0		
g10102	Scaffolds_26	-	2	1			0			0	0	1368777	1369060
g7299	Scaffolds_21	+	7	6			0	1002696	1003336	641	0	1000360	1000564
g15620	Scaffolds_8	-	1	0			0			0	0		
g3780	Scaffolds_17	+	2	1			0			0	0	74959	75062
g13524	Scaffolds_33	-	1	0			0			0	0		
g10396	Scaffolds_28	+	1	0			0			0	0		
g1878	Scaffolds_13	-	1	0			0			0	0		
g9178	Scaffolds_24	-	1	0			0			0	0		
g9401	Scaffolds_25	-	1	0			0			0	0		
g10215	Scaffolds_26	-	2	1	1746322	1746685	364			0	0	1745615	1746036
g14860	Scaffolds_5	-	2	1	1086139	1088425	2287			0	0	1085704	1085850
g13470	Scaffolds_33	+	1	0			0	2571486	2571737	252	0		
g7711	Scaffolds_21	-	1	0			0			0	0		
g14975	Scaffolds_6	+	1	0			0			0	0		
g52	Scaffolds_0	-	1	0	267970	268020	51			0	0		
g14294	Scaffolds_4	+	1	0			0			0	0		
g5994	Scaffolds_19	+	7	6			0	2311474	2311547	74	0	2309468	2309774
g4912	Scaffolds_18	-	1	0			0			0	0		
g9553	Scaffolds_25	+	1	0			0			0	0		
g544	Scaffolds_1	+	1	0			0			0	0		
g5027	Scaffolds_18	+	1	0			0			0	0		
g14166	Scaffolds_4	-	1	0			0			0	0		
g4441	Scaffolds_18	-	1	0			0			0	0		
g10948	Scaffolds_29	+	3	2			0	1308781	1308897	117	0	1305981	1306344
g1717	Scaffolds_12	-	1	0			0			0	0		
g6125	Scaffolds_2	+	5	4			0	354814	355603	790	0	351695	351949
g3017	Scaffolds_15	+	1	0			0			0	0		
g1323	Scaffolds_11	+	1	0			0			0	0		
g11355	Scaffolds_29	+	1	0			0			0	0		
g4111	Scaffolds_17	+	1	0			0			0	0		
g9734	Scaffolds_26	-	8	7			0			0	0	46319	46588
g2834	Scaffolds_15	+	1	0			0			0	0		
g785	Scaffolds_1	-	1	0			0			0	0		
g12515	Scaffolds_31	+	2	1			0			0	0	1195589	1195655
g6095	Scaffolds_2	+	1	0			0			0	0		
g7002	Scaffolds_20	+	1	0			0	2109190	2109791	602	0		
g8510	Scaffolds_23	-	1	0			0			0	0		
g7190	Scaffolds_21	+	1	0			0			0	0		
g15436	Scaffolds_8	-	1	0			0			0	0		
g5617	Scaffolds_19	+	1	0			0			0	0		
g15359	Scaffolds_7	-	1	0			0			0	0		
g5433	Scaffolds_19	+	1	0			0			0	0		
g12199	Scaffolds_31	+	1	0			0			0	0		
g5279	Scaffolds_18	+	1	0			0	3835550	3836619	1070	0		
g15608	Scaffolds_8	-	1	0	910915	910997	83			0	0		
g12964	Scaffolds_33	+	2	1			0	609483	610379	897	0	607636	607762
g3263	Scaffolds_15	-	2	1			0			0	0	2670134	2670253
g4954	Scaffolds_18	-	1	0			0			0	0		
g6742	Scaffolds_20	+	7	6			0	1142138	1142703	566	0	1139849	1140156
g4927	Scaffolds_18	+	1	0			0			0	0		
g3856	Scaffolds_17	+	1	0			0			0	0		
g12505	Scaffolds_31	+	1	0			0			0	0		
g519	Scaffolds_1	-	1	0			0			0	0		
g6808	Scaffolds_20	-	2	1	1415181	1415251	71			0	0	1414832	1415153
g2690	Scaffolds_15	-	1	0			0			0	0		
g6757	Scaffolds_20	+	1	0			0			0	0		
g9302	Scaffolds_24	-	1	0			0			0	0		
g15086	Scaffolds_6	-	1	0			0			0	0		
g8966	Scaffolds_24	-	1	0			0			0	0		
g5506	Scaffolds_19	-	2	1			0			0	0	674288	674530
g5550	Scaffolds_19	-	1	0			0			0	0		
g2594	Scaffolds_15	-	2	1	78931	79069	139			0	0	78810	78850
g5999	Scaffolds_19	+	1	0			0			0	0		
g14055	Scaffolds_4	+	1	0			0	1756734	1756798	65	0		
g12765	Scaffolds_32	+	1	0			0			0	0		
g4362	Scaffolds_18	-	2	1			0			0	0	427035	427245
g10953	Scaffolds_29	-	1	0			0			0	0		
g14336	Scaffolds_4	+	4	3			0	2820525	2821208	684	0	2815534	2815928
g15485	Scaffolds_8	-	1	0			0			0	0		
g1451	Scaffolds_11	-	5	4			0			0	0	663630	663904
g10615	Scaffolds_29	+	17	16			0	59420	59634	215	0	54734	54845
g3355	Scaffolds_16	+	1	0			0			0	0		
g13660	Scaffolds_4	+	1	0			0			0	0		
g11919	Scaffolds_3	-	1	0			0			0	0		
g6720	Scaffolds_20	-	3	2			0			0	0	1058377	1058558
g6537	Scaffolds_20	-	1	0			0			0	0		
g12729	Scaffolds_32	+	1	0			0			0	0		
g1789	Scaffolds_13	+	1	0			0			0	0		
g9238	Scaffolds_24	+	1	0			0			0	0		
g7305	Scaffolds_21	-	1	0			0			0	0		
g13109	Scaffolds_33	+	1	0			0	1126707	1126858	152	0		
g13879	Scaffolds_4	+	2	1			0	1098704	1099334	631	0	1096602	1096902
g11479	Scaffolds_3	-	1	0			0			0	0		
g11003	Scaffolds_29	+	1	0			0			0	0		
g3735	Scaffolds_16	-	1	0			0			0	0		
g10582	Scaffolds_28	-	1	0			0			0	0		
g3122	Scaffolds_15	-	3	2			0			0	0	2116847	2116914
g7389	Scaffolds_21	-	1	0			0			0	0		
g520	Scaffolds_1	+	2	1			0	196012	196098	87	0	194371	194417
g13947	Scaffolds_4	-	2	1			0			0	0	1380961	1381412
g2525	Scaffolds_14	-	2	1			0			0	0	1607590	1607942
g15260	Scaffolds_7	-	1	0			0			0	0		
g11724	Scaffolds_3	-	2	1			0			0	0	893768	894265
g191	Scaffolds_0	+	1	0			0			0	0		
g10995	Scaffolds_29	-	2	1	1529245	1529449	205			0	0	1526590	1526632
g3279	Scaffolds_15	+	1	0			0			0	0		
g9313	Scaffolds_24	+	1	0			0			0	0		
g10299	Scaffolds_27	+	6	5			0	44072	44231	160	0	41799	41906
g11606	Scaffolds_3	-	1	0			0			0	0		
g877	Scaffolds_10	-	1	0			0			0	0		
g9972	Scaffolds_26	-	1	0			0			0	0		
g10697	Scaffolds_29	+	1	0			0			0	0		
g500	Scaffolds_1	-	1	0			0			0	0		
g13850	Scaffolds_4	+	1	0			0			0	0		
g4573	Scaffolds_18	-	1	0	1193378	1193445	68			0	0		
g7363	Scaffolds_21	-	1	0			0			0	0		
g2013	Scaffolds_13	-	1	0	933150	933302	153			0	0		
g11512	Scaffolds_3	+	1	0			0			0	0		
g4791	Scaffolds_18	+	1	0			0			0	0		
g742	Scaffolds_1	+	1	0			0			0	0		
g8958	Scaffolds_24	+	1	0			0			0	0		
g15026	Scaffolds_6	-	1	0	328393	328524	132			0	0		
g1282	Scaffolds_10	-	1	0			0			0	0		
g15477	Scaffolds_8	+	1	0			0	453717	453745	29	0		
g2919	Scaffolds_15	+	2	1			0	1288568	1290997	2430	0	1287711	1287763
g1877	Scaffolds_13	+	1	0			0			0	0		
g10063	Scaffolds_26	+	1	0			0			0	0		
g7247	Scaffolds_21	+	1	0			0			0	0		
g2173	Scaffolds_14	+	1	0			0	379617	379767	151	0		
g1006	Scaffolds_10	+	1	0			0			0	0		
g12322	Scaffolds_31	+	1	0			0			0	0		
g10617	Scaffolds_29	+	1	0			0			0	0		
g2300	Scaffolds_14	+	1	0			0			0	0		
g15936	Scaffolds_9	-	1	0			0			0	0		
g9059	Scaffolds_24	+	1	0			0			0	0		
g789	Scaffolds_1	-	1	0			0			0	0		
g8076	Scaffolds_22	-	1	0			0			0	0		
g3086	Scaffolds_15	+	1	0			0			0	0		
g14056	Scaffolds_4	+	1	0			0			0	0		
g3262	Scaffolds_15	-	8	7	2646688	2646952	265			0	0	2640718	2641026
g11266	Scaffolds_29	-	1	0	2534799	2535285	487			0	0		
g5249	Scaffolds_18	-	1	0			0			0	0		
g911	Scaffolds_10	-	1	0			0			0	0		
g3960	Scaffolds_17	-	1	0			0			0	0		
g1225	Scaffolds_10	-	1	0	1439976	1440089	114			0	0		
g11800	Scaffolds_3	+	2	1			0	1162785	1162873	89	0	1162033	1162402
g11274	Scaffolds_29	+	1	0			0			0	0		
g4093	Scaffolds_17	+	1	0			0			0	0		
g12544	Scaffolds_32	-	2	1	34618	34766	149			0	0	34128	34386
g14147	Scaffolds_4	+	1	0			0			0	0		
g24	Scaffolds_0	+	1	0			0			0	0		
g2991	Scaffolds_15	-	3	2	1606303	1606362	60			0	0	1604944	1605767
g11697	Scaffolds_3	-	1	0			0			0	0		
g10875	Scaffolds_29	-	2	1			0			0	0	1057091	1057177
g10662	Scaffolds_29	+	2	1			0	219663	220318	656	0	217756	218049
g9490	Scaffolds_25	-	1	0	619672	619793	122			0	0		
g982	Scaffolds_10	-	1	0			0			0	0		
g2572	Scaffolds_14	+	1	0			0			0	0		
g2120	Scaffolds_14	+	1	0			0			0	0		
g9233	Scaffolds_24	+	1	0			0			0	0		
g7441	Scaffolds_21	-	1	0			0			0	0		
g14532	Scaffolds_4	-	1	0			0			0	0		
g4570	Scaffolds_18	+	1	0			0	1186343	1186620	278	0		
g14822	Scaffolds_5	+	1	0			0			0	0		
g8551	Scaffolds_23	+	1	0			0			0	0		
g11616	Scaffolds_3	-	2	1			0			0	0	508466	508816
g15019	Scaffolds_6	-	1	0			0			0	0		
g13377	Scaffolds_33	+	1	0			0			0	0		
g12459	Scaffolds_31	-	1	0			0			0	0		
g12432	Scaffolds_31	-	1	0	933617	935455	1839			0	0		
g7093	Scaffolds_21	+	1	0			0			0	0		
g14536	Scaffolds_4	+	1	0			0			0	0		
g1195	Scaffolds_10	+	2	1			0			0	0	1349518	1349760
g6295	Scaffolds_2	+	1	0			0	930821	930937	117	0		
g11941	Scaffolds_3	-	1	0			0			0	0		
g5033	Scaffolds_18	+	1	0			0			0	0		
g13014	Scaffolds_33	-	2	1			0			0	0	790384	790779
g1324	Scaffolds_11	+	1	0			0			0	0		
g4987	Scaffolds_18	+	2	1			0	2680654	2682542	1889	0	2673203	2673283
g9393	Scaffolds_25	+	1	0			0			0	0		
g13462	Scaffolds_33	+	1	0			0			0	0		
g2091	Scaffolds_14	-	1	0			0			0	0		
g9628	Scaffolds_25	-	1	0			0			0	0		
g4032	Scaffolds_17	+	3	2			0			0	0	943037	943532
g14730	Scaffolds_5	-	2	1			0			0	0	576372	576841
g15762	Scaffolds_8	+	1	0			0			0	0		
g8707	Scaffolds_23	-	1	0			0			0	0		
g273	Scaffolds_0	+	1	0			0			0	0		
g3532	Scaffolds_16	-	2	1	649426	649672	247			0	0	649098	649351
g15738	Scaffolds_8	+	1	0			0	1437333	1438172	840	0		
g13311	Scaffolds_33	-	1	0			0			0	0		
g4221	Scaffolds_17	-	1	0			0			0	0		
g3196	Scaffolds_15	-	3	2			0			0	0	2424979	2425249
g1926	Scaffolds_13	-	6	5	610733	611015	283			0	0	608845	608915
g15383	Scaffolds_8	+	1	0			0			0	0		
g13499	Scaffolds_33	+	1	0			0			0	0		
g10386	Scaffolds_28	+	1	0			0			0	0		
g12511	Scaffolds_31	-	2	1			0			0	0	1178576	1179163
g1721	Scaffolds_12	-	3	2			0			0	0	75758	75842
g12972	Scaffolds_33	+	1	0			0			0	0		
g13394	Scaffolds_33	-	1	0			0			0	0		
g10224	Scaffolds_26	-	3	2	1767573	1767641	69			0	0	1766928	1767058
g1171	Scaffolds_10	+	11	10			0			0	0	1257196	1257342
g13259	Scaffolds_33	+	1	0			0			0	0		
g12439	Scaffolds_31	+	2	1			0			0	0	961531	961826
g1200	Scaffolds_10	-	1	0			0			0	0		
g130	Scaffolds_0	-	1	0	559658	559927	270			0	0		
g9751	Scaffolds_26	-	1	0			0			0	0		
g4799	Scaffolds_18	+	1	0			0			0	0		
g14443	Scaffolds_4	+	1	0			0			0	0		
g11612	Scaffolds_3	+	1	0			0			0	0		
g3354	Scaffolds_16	-	2	1			0			0	0	43015	43055
g15864	Scaffolds_9	-	1	0			0			0	0		
g2884	Scaffolds_15	-	2	1			0			0	0	1139372	1139464
g8904	Scaffolds_24	+	1	0			0			0	0		
g11795	Scaffolds_3	-	1	0			0			0	0		
g5089	Scaffolds_18	-	2	1			0			0	0	3026224	3026517
g7429	Scaffolds_21	-	1	0			0			0	0		
g13809	Scaffolds_4	+	1	0			0			0	0		
g1825	Scaffolds_13	+	1	0			0			0	0		
g14267	Scaffolds_4	+	1	0			0			0	0		
g7153	Scaffolds_21	-	1	0	488684	489433	750			0	0		
g7322	Scaffolds_21	-	1	0			0			0	0		
g9776	Scaffolds_26	-	3	2			0			0	0	206784	207157
g4957	Scaffolds_18	-	1	0			0			0	0		
g4226	Scaffolds_17	-	4	3	1606322	1606474	153			0	0	1605354	1605510
g5039	Scaffolds_18	-	1	0			0			0	0		
g3810	Scaffolds_17	-	1	0			0			0	0		
g2049	Scaffolds_13	-	1	0			0			0	0		
g7146	Scaffolds_21	-	1	0			0			0	0		
g11427	Scaffolds_29	-	1	0			0			0	0		
g5292	Scaffolds_18	-	1	0			0			0	0		
g1365	Scaffolds_11	+	1	0			0	369120	369255	136	0		
g9548	Scaffolds_25	-	1	0			0			0	0		
g13058	Scaffolds_33	+	1	0			0			0	0		
g15353	Scaffolds_7	+	1	0			0			0	0		
g8557	Scaffolds_23	+	1	0			0			0	0		
g7842	Scaffolds_22	-	1	0			0			0	0		
g13194	Scaffolds_33	+	1	0			0			0	0		
g13019	Scaffolds_33	-	2	1			0			0	0	805586	805693
g15474	Scaffolds_8	-	1	0			0			0	0		
g1711	Scaffolds_11	+	22	21			0	1659703	1659784	82	0	1651129	1651458
g12024	Scaffolds_30	-	1	0			0			0	0		
g14180	Scaffolds_4	+	1	0			0			0	0		
g3770	Scaffolds_16	+	1	0			0			0	0		
g3971	Scaffolds_17	-	1	0			0			0	0		
g10014	Scaffolds_26	+	1	0			0			0	0		
g521	Scaffolds_1	-	1	0	198973	199095	123			0	0		
g7230	Scaffolds_21	+	3	2			0	787124	787238	115	0	785860	785915
g13052	Scaffolds_33	-	1	0			0			0	0		
g15232	Scaffolds_7	-	1	0	114948	114989	42			0	0		
g6864	Scaffolds_20	-	1	0	1585913	1586304	392			0	0		
g409	Scaffolds_0	+	2	1			0	1545009	1545720	712	0	1544119	1544527
g12506	Scaffolds_31	-	1	0			0			0	0		
g13184	Scaffolds_33	-	1	0			0			0	0		
g5293	Scaffolds_18	-	1	0			0			0	0		
g3637	Scaffolds_16	-	1	0			0			0	0		
g10133	Scaffolds_26	-	1	0			0			0	0		
g13997	Scaffolds_4	-	1	0	1543546	1543611	66			0	0		
g8431	Scaffolds_23	-	4	3	363216	363451	236			0	0	357581	357627
g11643	Scaffolds_3	-	1	0			0			0	0		
g7959	Scaffolds_22	+	2	1			0			0	0	659487	659589
g7709	Scaffolds_21	+	2	1			0	2627726	2627939	214	0	2623936	2624045
g9810	Scaffolds_26	+	6	5			0			0	0	327437	327512
g15603	Scaffolds_8	+	3	2			0			0	0	899654	900110
g11295	Scaffolds_29	-	1	0			0			0	0		
g633	Scaffolds_1	-	4	3			0			0	0	592811	593337
g1756	Scaffolds_12	+	1	0			0			0	0		
g5041	Scaffolds_18	-	1	0			0			0	0		
g3592	Scaffolds_16	+	1	0			0			0	0		
g4000	Scaffolds_17	+	1	0			0			0	0		
g11029	Scaffolds_29	-	1	0			0			0	0		
g15419	Scaffolds_8	-	1	0			0			0	0		
g2671	Scaffolds_15	-	4	3			0			0	0	333246	333391
g430	Scaffolds_0	-	2	1			0			0	0	1624363	1624502
g8803	Scaffolds_23	+	1	0			0			0	0		
g366	Scaffolds_0	-	1	0			0			0	0		
g14248	Scaffolds_4	-	1	0			0			0	0		
g11703	Scaffolds_3	-	1	0			0			0	0		
g5918	Scaffolds_19	+	1	0			0			0	0		
g9123	Scaffolds_24	-	1	0			0			0	0		
g10451	Scaffolds_28	+	1	0			0			0	0		
g6799	Scaffolds_20	-	1	0			0			0	0		
g5190	Scaffolds_18	-	3	2			0			0	0	3513979	3514073
g4526	Scaffolds_18	-	1	0			0			0	0		
g8754	Scaffolds_23	+	1	0			0			0	0		
g10287	Scaffolds_26	-	1	0	2059437	2059826	390			0	0		
g8989	Scaffolds_24	-	2	1			0			0	0	437831	438394
g2709	Scaffolds_15	+	1	0			0			0	0		
g13411	Scaffolds_33	+	3	2			0	2366033	2366558	526	0	2363143	2363324
g3513	Scaffolds_16	+	1	0			0			0	0		
g10057	Scaffolds_26	-	1	0			0			0	0		
g740	Scaffolds_1	-	1	0			0			0	0		
g12008	Scaffolds_3	-	1	0			0			0	0		
g9825	Scaffolds_26	-	1	0			0			0	0		
g2126	Scaffolds_14	+	1	0			0			0	0		
g14140	Scaffolds_4	+	4	3			0	2076313	2078169	1857	0	2074194	2074326
g14654	Scaffolds_5	-	2	1			0			0	0	261085	261325
g6112	Scaffolds_2	-	1	0			0			0	0		
g4629	Scaffolds_18	+	1	0			0			0	0		
g3729	Scaffolds_16	+	1	0	1309873	1311078	1206			0	0		
g14480	Scaffolds_4	-	1	0			0			0	0		
g11771	Scaffolds_3	-	1	0			0			0	0		
g9796	Scaffolds_26	-	1	0	273036	273090	55			0	0		
g10010	Scaffolds_26	-	1	0			0			0	0		
g4085	Scaffolds_17	+	1	0			0			0	0		
g4597	Scaffolds_18	+	1	0			0			0	0		
g10519	Scaffolds_28	+	4	3			0	712838	713090	253	0	711037	711506
g6798	Scaffolds_20	+	4	3			0	1379592	1379827	236	0	1372729	1372805
g8311	Scaffolds_22	-	1	0			0			0	0		
g5870	Scaffolds_19	+	3	2			0	1893966	1894001	36	0	1892983	1893261
g205	Scaffolds_0	-	4	3			0			0	0	857625	857692
g4924	Scaffolds_18	+	1	0			0			0	0		
g12715	Scaffolds_32	-	2	1			0			0	0	612083	612386
g5579	Scaffolds_19	+	4	3			0	903016	903394	379	0	901498	901856
g9076	Scaffolds_24	+	1	0			0			0	0		
g14417	Scaffolds_4	+	1	0			0	3271279	3273459	2181	0		
g271	Scaffolds_0	-	2	1			0			0	0	1106376	1106658
g4123	Scaffolds_17	-	1	0			0			0	0		
g9976	Scaffolds_26	+	1	0			0			0	0		
g5594	Scaffolds_19	+	1	0			0			0	0		
g1093	Scaffolds_10	+	1	0			0	970243	970919	677	0		
g7095	Scaffolds_21	+	2	1			0			0	0	204833	205289
g7099	Scaffolds_21	+	1	0			0			0	0		
g15576	Scaffolds_8	+	1	0			0			0	0		
g11900	Scaffolds_3	-	1	0			0			0	0		
g5792	Scaffolds_19	-	2	1			0			0	0	1637961	1638600
g496	Scaffolds_1	-	1	0			0			0	0		
g2889	Scaffolds_15	+	1	0			0			0	0		
g1242	Scaffolds_10	-	1	0			0			0	0		
g15253	Scaffolds_7	+	5	4			0	188817	189295	479	0	187462	187545
g13438	Scaffolds_33	-	1	0	2455046	2457142	2097			0	0		
g4451	Scaffolds_18	-	1	0			0			0	0		
g6190	Scaffolds_2	+	1	0			0			0	0		
g47	Scaffolds_0	-	2	1			0			0	0	257361	257955
g3866	Scaffolds_17	-	1	0			0			0	0		
g1498	Scaffolds_11	+	1	0			0			0	0		
g10661	Scaffolds_29	+	5	4			0	216986	217410	425	0	215858	215991
g308	Scaffolds_0	+	1	0			0	1219051	1220677	1627	0		
g9406	Scaffolds_25	+	1	0			0			0	0		
g187	Scaffolds_0	+	1	0			0	789370	789604	235	0		
g9353	Scaffolds_25	+	1	0			0			0	0		
g11989	Scaffolds_3	+	1	0			0			0	0		
g14795	Scaffolds_5	-	1	0			0			0	0		
g16081	Scaffolds_9	-	1	0			0			0	0		
g11765	Scaffolds_3	-	1	0			0			0	0		
g5097	Scaffolds_18	-	1	0			0			0	0		
g7606	Scaffolds_21	-	1	0	2184180	2184894	715			0	0		
g1407	Scaffolds_11	+	1	0			0			0	0		
g9040	Scaffolds_24	-	1	0	596195	597163	969			0	0		
g8554	Scaffolds_23	+	1	0			0			0	0		
g6491	Scaffolds_20	+	2	1			0	217655	217875	221	0	217013	217311
g6433	Scaffolds_20	-	2	1	45385	45472	88			0	0	43700	44147
g3754	Scaffolds_16	-	1	0			0			0	0		
g3183	Scaffolds_15	-	2	1	2374605	2374628	24			0	0	2374166	2374304
g146	Scaffolds_0	+	1	0			0	628780	629197	418	0		
g5654	Scaffolds_19	+	1	0			0			0	0		
g2653	Scaffolds_15	+	1	0			0	290119	290200	82	0		
g13068	Scaffolds_33	-	2	1			0			0	0	980005	980157
g7102	Scaffolds_21	+	4	3			0	238075	238132	58	0	234597	234639
g15482	Scaffolds_8	-	1	0			0			0	0		
g5326	Scaffolds_19	-	1	0			0			0	0		
g5886	Scaffolds_19	-	2	1			0			0	0	1950379	1950970
g14698	Scaffolds_5	+	3	2			0	420843	426183	5341	0	420564	420606
g15561	Scaffolds_8	-	4	3			0			0	0	757023	757065
g14757	Scaffolds_5	-	1	0			0			0	0		
g9064	Scaffolds_24	-	1	0			0			0	0		
g13519	Scaffolds_33	-	1	0			0			0	0		
g1190	Scaffolds_10	-	3	2			0			0	0	1321045	1321099
g4876	Scaffolds_18	-	2	1	2336816	2337272	457			0	0	2333849	2333992
g5281	Scaffolds_18	-	1	0			0			0	0		
g7992	Scaffolds_22	+	1	0			0			0	0		
g11046	Scaffolds_29	+	1	0			0			0	0		
g15215	Scaffolds_7	+	1	0			0	66008	66487	480	0		
g15447	Scaffolds_8	+	3	2			0	349689	350002	314	0	348160	348233
g5010	Scaffolds_18	-	1	0			0			0	0		
g12785	Scaffolds_32	-	1	0			0			0	0		
g13135	Scaffolds_33	-	1	0			0			0	0		
g12943	Scaffolds_33	+	1	0			0			0	0		
g5623	Scaffolds_19	+	1	0			0	1027328	1027418	91	0		
g16050	Scaffolds_9	-	1	0			0			0	0		
g9729	Scaffolds_25	-	1	0			0			0	0		
g11242	Scaffolds_29	-	2	1			0			0	0	2433679	2434136
g9672	Scaffolds_25	+	2	1			0			0	0	1258239	1258463
g11331	Scaffolds_29	+	1	0			0			0	0		
g14676	Scaffolds_5	+	1	0			0			0	0		
g12546	Scaffolds_32	-	1	0			0			0	0		
g4052	Scaffolds_17	-	1	0			0			0	0		
g7159	Scaffolds_21	-	1	0			0			0	0		
g11686	Scaffolds_3	-	1	0	756327	756362	36			0	0		
g11019	Scaffolds_29	+	1	0			0			0	0		
g506	Scaffolds_1	-	1	0			0			0	0		
g11812	Scaffolds_3	+	1	0			0			0	0		
g1978	Scaffolds_13	+	1	0			0			0	0		
g15335	Scaffolds_7	+	1	0			0			0	0		
g2233	Scaffolds_14	-	1	0			0			0	0		
g2070	Scaffolds_14	-	2	1			0			0	0	31516	31789
g2720	Scaffolds_15	-	1	0			0			0	0		
g2904	Scaffolds_15	-	1	0			0			0	0		
g5036	Scaffolds_18	-	2	1			0			0	0	2821850	2821959
g15827	Scaffolds_9	+	1	0			0			0	0		
g14130	Scaffolds_4	+	2	1			0			0	0	2040616	2041032
g10587	Scaffolds_28	-	1	0			0			0	0		
g1916	Scaffolds_13	+	1	0			0			0	0		
g11150	Scaffolds_29	-	1	0			0			0	0		
g6178	Scaffolds_2	-	1	0			0			0	0		
g4074	Scaffolds_17	+	1	0			0			0	0		
g2902	Scaffolds_15	+	1	0			0			0	0		
g10747	Scaffolds_29	+	1	0			0			0	0		
g4986	Scaffolds_18	-	1	0			0			0	0		
g12588	Scaffolds_32	-	1	0			0			0	0		
g12451	Scaffolds_31	+	1	0			0			0	0		
g11966	Scaffolds_3	-	1	0			0			0	0		
g8963	Scaffolds_24	+	1	0			0			0	0		
g15895	Scaffolds_9	-	1	0			0			0	0		
g6014	Scaffolds_19	+	1	0			0			0	0		
g13270	Scaffolds_33	+	2	1			0			0	0	1717267	1718065
g6200	Scaffolds_2	-	4	3	579010	579410	401			0	2	576885	576985
g4464	Scaffolds_18	-	1	0			0			0	0		
g2784	Scaffolds_15	-	1	0			0			0	0		
g6576	Scaffolds_20	+	1	0			0			0	0		
g11975	Scaffolds_3	-	1	0	1832619	1832876	258			0	0		
g15163	Scaffolds_6	-	1	0	809796	810343	548			0	0		
g11764	Scaffolds_3	+	1	0			0			0	0		
g4618	Scaffolds_18	-	2	1			0			0	0	1363261	1363381
g5497	Scaffolds_19	+	3	2			0	649276	649461	186	0	648138	648517
g6100	Scaffolds_2	-	4	3			0			0	0	252732	252891
g5524	Scaffolds_19	+	1	0			0			0	0		
g2894	Scaffolds_15	+	1	0			0			0	0		
g5629	Scaffolds_19	+	2	1			0			0	0	1038266	1038638
g8578	Scaffolds_23	-	2	1			0			0	0	950862	951077
g7254	Scaffolds_21	+	1	0			0	850787	854451	3665	0		
g9504	Scaffolds_25	-	4	3			0			0	0	676190	676377
