query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
g1466.t1	2903.EOD40672	4.59e-93	281.0	COG0127@1|root,KOG3222@2759|Eukaryota	2759|Eukaryota	F	NADH pyrophosphatase activity	-	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009141,GO:0009143,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046434,GO:0046483,GO:0046700,GO:0047429,GO:0055086,GO:0071704,GO:1901292,GO:1901360,GO:1901361,GO:1901362,GO:1901575,GO:1901576	-	ko:K01519	ko00230,ko00983,ko01100,map00230,map00983,map01100	-	R00426,R00720,R01855,R02100,R02720,R03531,R08243	RC00002	ko00000,ko00001,ko01000	-	-	-	Ham1p_like
g1468.t1	36331.EPrPI00000024731	6.74e-13	82.0	KOG1055@1|root,KOG1055@2759|Eukaryota,1META@121069|Pythiales	121069|Pythiales	EPT	Source PGD	-	-	-	-	-	-	-	-	-	-	-	-	7tm_3
g1470.t1	88036.EFJ34577	4.49e-203	604.0	COG1657@1|root,KOG0497@2759|Eukaryota,37PVR@33090|Viridiplantae,3GAI1@35493|Streptophyta	35493|Streptophyta	I	Belongs to the terpene cyclase mutase family	-	GO:0000250,GO:0003674,GO:0003824,GO:0016853,GO:0016866,GO:0031559	5.4.99.7,5.4.99.8	ko:K01852,ko:K01853	ko00100,ko01100,ko01110,ko01130,map00100,map01100,map01110,map01130	M00101	R03199,R03200	RC00874,RC01582	ko00000,ko00001,ko00002,ko01000	-	-	-	Prenyltrans,SQHop_cyclase_C,SQHop_cyclase_N
g1472.t1	227086.JGI_V11_142490	6.97e-56	192.0	28K9W@1|root,2QSQM@2759|Eukaryota	2759|Eukaryota	S	Belongs to the sterol desaturase family	-	-	1.14.19.20	ko:K00227	ko00100,ko01100,ko01110,ko01130,map00100,map01100,map01110,map01130	M00101,M00102	R07215,R07486,R07491,R07505	RC00904	ko00000,ko00001,ko00002,ko01000	-	-	-	FA_hydroxylase
g1474.t1	102107.XP_008242115.1	3.12e-132	399.0	COG1257@1|root,KOG2480@2759|Eukaryota,37MBQ@33090|Viridiplantae,3G7H8@35493|Streptophyta,4JFFM@91835|fabids	35493|Streptophyta	I	A reductase	-	GO:0003674,GO:0003824,GO:0004420,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005777,GO:0005778,GO:0005783,GO:0005789,GO:0006629,GO:0006694,GO:0006720,GO:0008150,GO:0008152,GO:0008202,GO:0008299,GO:0008610,GO:0009058,GO:0009987,GO:0012505,GO:0016020,GO:0016125,GO:0016126,GO:0016491,GO:0016614,GO:0016616,GO:0031090,GO:0031903,GO:0031984,GO:0042175,GO:0042579,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044438,GO:0044439,GO:0044444,GO:0044446,GO:0044464,GO:0055114,GO:0071704,GO:0098588,GO:0098805,GO:0098827,GO:1901360,GO:1901362,GO:1901576,GO:1901615,GO:1901617	1.1.1.34	ko:K00021	ko00900,ko01100,ko01110,ko01130,ko04152,ko04976,map00900,map01100,map01110,map01130,map04152,map04976	M00095	R02082	RC00004,RC00644	ko00000,ko00001,ko00002,ko01000	-	-	-	HMG-CoA_red
g1475.t1	5059.CADAFLAP00008419	1.12e-05	54.7	COG0457@1|root,KOG0553@2759|Eukaryota,394I4@33154|Opisthokonta,3NWJA@4751|Fungi,3QJME@4890|Ascomycota,20DX3@147545|Eurotiomycetes,3S71W@5042|Eurotiales	4751|Fungi	S	Hsc70 cochaperone (SGT)	sgt2	GO:0003674,GO:0005198,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006605,GO:0006612,GO:0006620,GO:0006810,GO:0006886,GO:0006950,GO:0008104,GO:0008150,GO:0009266,GO:0009408,GO:0009628,GO:0015031,GO:0015833,GO:0016192,GO:0032947,GO:0032991,GO:0033036,GO:0033365,GO:0034613,GO:0042886,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0045047,GO:0045184,GO:0046907,GO:0050896,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0070727,GO:0070972,GO:0071702,GO:0071705,GO:0072379,GO:0072380,GO:0072594,GO:0072599,GO:0072657,GO:0090150	-	ko:K16365	-	-	-	-	ko00000,ko04147,ko04516	-	-	-	SGTA_dimer,TPR_1,TPR_11,TPR_16,TPR_2,TPR_8
g1479.t1	72019.SARC_06203T0	9.18e-149	459.0	2CD5G@1|root,2QQ46@2759|Eukaryota,38DTB@33154|Opisthokonta	33154|Opisthokonta	S	protein-glutamine gamma-glutamyltransferase activity	-	-	2.3.2.13	ko:K05619	-	-	-	-	ko00000,ko01000	-	-	-	Transglut_C,Transglut_N,Transglut_core
g1480.t1	5762.XP_002679053.1	0.000154	46.2	KOG4081@1|root,KOG4081@2759|Eukaryota	2759|Eukaryota	S	intracellular transport of viral protein in host cell	DYNLT1	GO:0000003,GO:0000132,GO:0000226,GO:0000235,GO:0000278,GO:0000775,GO:0000776,GO:0000777,GO:0000779,GO:0000793,GO:0000902,GO:0001775,GO:0001917,GO:0001932,GO:0001933,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0003006,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005737,GO:0005794,GO:0005818,GO:0005819,GO:0005856,GO:0005868,GO:0005874,GO:0005875,GO:0005876,GO:0005881,GO:0006810,GO:0006839,GO:0006886,GO:0006887,GO:0006892,GO:0006893,GO:0006928,GO:0006955,GO:0006996,GO:0007005,GO:0007006,GO:0007010,GO:0007017,GO:0007018,GO:0007049,GO:0007163,GO:0007275,GO:0007276,GO:0007281,GO:0007283,GO:0007286,GO:0007346,GO:0007399,GO:0007568,GO:0008022,GO:0008088,GO:0008090,GO:0008104,GO:0008150,GO:0008277,GO:0008340,GO:0009653,GO:0009892,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0010259,GO:0010563,GO:0010605,GO:0010646,GO:0010647,GO:0010648,GO:0010720,GO:0010721,GO:0010941,GO:0010970,GO:0010975,GO:0010976,GO:0012505,GO:0015031,GO:0015630,GO:0015833,GO:0016043,GO:0016192,GO:0016358,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019060,GO:0019220,GO:0019222,GO:0019953,GO:0022008,GO:0022402,GO:0022412,GO:0022414,GO:0023051,GO:0023056,GO:0023057,GO:0030010,GO:0030027,GO:0030030,GO:0030141,GO:0030154,GO:0030182,GO:0030286,GO:0030424,GO:0030426,GO:0030427,GO:0030581,GO:0030705,GO:0030742,GO:0031175,GO:0031252,GO:0031323,GO:0031324,GO:0031344,GO:0031346,GO:0031399,GO:0031400,GO:0031410,GO:0031681,GO:0031974,GO:0031982,GO:0031983,GO:0032268,GO:0032269,GO:0032501,GO:0032502,GO:0032504,GO:0032940,GO:0032989,GO:0032990,GO:0032991,GO:0033036,GO:0033043,GO:0033267,GO:0034613,GO:0034774,GO:0035020,GO:0035022,GO:0035795,GO:0036230,GO:0036477,GO:0040001,GO:0042119,GO:0042325,GO:0042326,GO:0042592,GO:0042623,GO:0042802,GO:0042803,GO:0042886,GO:0042995,GO:0043001,GO:0043005,GO:0043025,GO:0043087,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043299,GO:0043312,GO:0043408,GO:0043409,GO:0043900,GO:0043903,GO:0044295,GO:0044297,GO:0044403,GO:0044419,GO:0044422,GO:0044424,GO:0044427,GO:0044430,GO:0044433,GO:0044444,GO:0044446,GO:0044463,GO:0044464,GO:0044703,GO:0044766,GO:0045055,GO:0045184,GO:0045321,GO:0045505,GO:0045595,GO:0045596,GO:0045597,GO:0045664,GO:0045666,GO:0045787,GO:0045931,GO:0045936,GO:0046578,GO:0046579,GO:0046719,GO:0046902,GO:0046903,GO:0046907,GO:0046983,GO:0048193,GO:0048232,GO:0048468,GO:0048515,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0048609,GO:0048666,GO:0048699,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0048878,GO:0050767,GO:0050768,GO:0050769,GO:0050789,GO:0050790,GO:0050792,GO:0050793,GO:0050794,GO:0050896,GO:0051056,GO:0051057,GO:0051093,GO:0051094,GO:0051128,GO:0051130,GO:0051171,GO:0051172,GO:0051174,GO:0051179,GO:0051234,GO:0051239,GO:0051240,GO:0051241,GO:0051246,GO:0051248,GO:0051293,GO:0051294,GO:0051336,GO:0051493,GO:0051640,GO:0051641,GO:0051649,GO:0051653,GO:0051656,GO:0051701,GO:0051704,GO:0051708,GO:0051726,GO:0051959,GO:0051960,GO:0051961,GO:0051962,GO:0060205,GO:0060255,GO:0060284,GO:0060548,GO:0061024,GO:0061564,GO:0061673,GO:0061951,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070372,GO:0070373,GO:0070727,GO:0071702,GO:0071705,GO:0071840,GO:0072657,GO:0072659,GO:0072686,GO:0080090,GO:0090150,GO:0090559,GO:0097458,GO:0097708,GO:0098687,GO:0098876,GO:0098930,GO:0099080,GO:0099081,GO:0099111,GO:0099503,GO:0099512,GO:0099513,GO:0101002,GO:0120025,GO:0120035,GO:0120036,GO:0120038,GO:0120039,GO:0150034,GO:1902494,GO:1902531,GO:1902532,GO:1902533,GO:1902579,GO:1902581,GO:1902583,GO:1902850,GO:1903047,GO:1904813,GO:1905709,GO:1990778,GO:2000026	-	ko:K10420	-	-	-	-	ko00000,ko04812	-	-	-	Tctex-1
g1481.t1	984962.XP_009542000.1	4.77e-07	63.5	COG5422@1|root,KOG0998@1|root,KOG1029@1|root,KOG0998@2759|Eukaryota,KOG1029@2759|Eukaryota,KOG4305@2759|Eukaryota,38FEJ@33154|Opisthokonta,3Q3KX@4751|Fungi,3UY98@5204|Basidiomycota,226CU@155619|Agaricomycetes,3H3D1@355688|Agaricomycetes incertae sedis	4751|Fungi	T	Pleckstrin homology domain	-	-	-	ko:K20047	-	-	-	-	ko00000,ko04131	-	-	-	DUF1720,EF-hand_4,PH_13,RhoGEF,SH3_1,SH3_9,WH2
g1482.t1	981085.XP_010096933.1	0.000257	51.6	COG5126@1|root,KOG0027@2759|Eukaryota,37IM0@33090|Viridiplantae,3G9ZG@35493|Streptophyta,4JKIE@91835|fabids	35493|Streptophyta	T	calcium-binding protein	-	GO:0003674,GO:0005488,GO:0005509,GO:0043167,GO:0043169,GO:0046872	-	ko:K13448	ko04626,map04626	-	-	-	ko00000,ko00001	-	-	-	EF-hand_1,EF-hand_5,EF-hand_7
g1483.t1	112098.XP_008608772.1	5.36e-127	404.0	2CN4V@1|root,2QTX0@2759|Eukaryota	2759|Eukaryota	-	-	CFAP99	-	-	-	-	-	-	-	-	-	-	-	-
g1484.t1	310453.XP_007582822.1	5.15e-58	190.0	COG0361@1|root,KOG3403@2759|Eukaryota,3A1R5@33154|Opisthokonta,3P2UG@4751|Fungi,3QU1M@4890|Ascomycota,201NB@147541|Dothideomycetes	4751|Fungi	J	Seems to be required for maximal rate of protein biosynthesis. Enhances ribosome dissociation into subunits and stabilizes the binding of the initiator Met-tRNA(I) to 40 S ribosomal subunits	TIF11	GO:0001731,GO:0001732,GO:0002181,GO:0002183,GO:0003674,GO:0003676,GO:0003723,GO:0003725,GO:0003727,GO:0003743,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006412,GO:0006413,GO:0006518,GO:0006807,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0010494,GO:0016043,GO:0016282,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0031369,GO:0032991,GO:0033290,GO:0033592,GO:0034622,GO:0034641,GO:0034645,GO:0035770,GO:0036464,GO:0043021,GO:0043024,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0044877,GO:0065003,GO:0070993,GO:0071704,GO:0071826,GO:0071840,GO:0097159,GO:0097617,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K03236	ko03013,map03013	-	-	-	ko00000,ko00001,ko03012	-	-	-	eIF-1a
g1486.t1	5911.EAR84714	3.53e-36	154.0	2CYN4@1|root,2S58W@2759|Eukaryota,3ZCVC@5878|Ciliophora	2759|Eukaryota	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
g1487.t1	67593.Physo157678	3.61e-05	53.1	2AUGD@1|root,2RZU2@2759|Eukaryota,3QAH9@4776|Peronosporales	4776|Peronosporales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	UPF0193
g1488.t1	118163.Ple7327_3677	9.93e-17	82.4	COG1434@1|root,COG1434@2|Bacteria,1G5VB@1117|Cyanobacteria,3VJPM@52604|Pleurocapsales	1117|Cyanobacteria	S	PFAM DUF218 domain	-	-	-	-	-	-	-	-	-	-	-	-	DUF218
g1490.t1	41875.XP_007510547.1	8.26e-07	50.8	KOG4009@1|root,KOG4009@2759|Eukaryota,37V6Z@33090|Viridiplantae	33090|Viridiplantae	C	NADH dehydrogenase ubiquinone 1 beta subcomplex subunit	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0005746,GO:0005747,GO:0008150,GO:0008152,GO:0009853,GO:0009987,GO:0016020,GO:0019866,GO:0030964,GO:0031090,GO:0031966,GO:0031967,GO:0031975,GO:0032991,GO:0043094,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044455,GO:0044464,GO:0045271,GO:0070469,GO:0098796,GO:0098798,GO:0098800,GO:0098803,GO:1902494,GO:1990204	-	ko:K03966	ko00190,ko01100,ko04714,ko04723,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map04714,map04723,map04932,map05010,map05012,map05016	M00147	-	-	ko00000,ko00001,ko00002	3.D.1.6	-	-	NDUFB10
g1491.t1	9694.XP_007080334.1	3.67e-153	512.0	COG1132@1|root,KOG0054@2759|Eukaryota,38CH6@33154|Opisthokonta,3BA19@33208|Metazoa,3CSDY@33213|Bilateria,47ZXT@7711|Chordata,49362@7742|Vertebrata,3J9PD@40674|Mammalia,3ERPM@33554|Carnivora	33208|Metazoa	Q	Canalicular multispecific organic anion transporter	ABCC2	GO:0000003,GO:0000041,GO:0001101,GO:0002237,GO:0003008,GO:0003014,GO:0003674,GO:0003824,GO:0005215,GO:0005310,GO:0005342,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0005903,GO:0005911,GO:0006082,GO:0006790,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006835,GO:0006855,GO:0006869,GO:0006873,GO:0006950,GO:0006979,GO:0007565,GO:0008150,GO:0008152,GO:0008509,GO:0008514,GO:0009266,GO:0009308,GO:0009408,GO:0009410,GO:0009605,GO:0009607,GO:0009617,GO:0009628,GO:0009636,GO:0009719,GO:0009725,GO:0009914,GO:0009986,GO:0009987,GO:0010033,GO:0010035,GO:0010038,GO:0010243,GO:0010817,GO:0010876,GO:0014070,GO:0015075,GO:0015103,GO:0015127,GO:0015318,GO:0015399,GO:0015405,GO:0015694,GO:0015698,GO:0015711,GO:0015718,GO:0015721,GO:0015722,GO:0015723,GO:0015732,GO:0015849,GO:0015850,GO:0015893,GO:0015908,GO:0016020,GO:0016021,GO:0016324,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0016999,GO:0017111,GO:0017144,GO:0019725,GO:0019748,GO:0019752,GO:0019904,GO:0022414,GO:0022804,GO:0022857,GO:0030001,GO:0030002,GO:0030054,GO:0030320,GO:0030644,GO:0030653,GO:0031224,GO:0031226,GO:0031253,GO:0031427,GO:0031526,GO:0031960,GO:0032496,GO:0032501,GO:0032787,GO:0032870,GO:0033036,GO:0033762,GO:0033993,GO:0034097,GO:0034220,GO:0034612,GO:0034641,GO:0035690,GO:0042221,GO:0042316,GO:0042493,GO:0042592,GO:0042623,GO:0042626,GO:0042995,GO:0043207,GO:0043225,GO:0043434,GO:0043436,GO:0043492,GO:0043603,GO:0043627,GO:0044106,GO:0044237,GO:0044281,GO:0044425,GO:0044459,GO:0044463,GO:0044464,GO:0044703,GO:0044706,GO:0045177,GO:0046483,GO:0046581,GO:0046685,GO:0046689,GO:0046717,GO:0046903,GO:0046942,GO:0046943,GO:0048545,GO:0048878,GO:0050787,GO:0050801,GO:0050896,GO:0051179,GO:0051234,GO:0051384,GO:0051704,GO:0051707,GO:0051716,GO:0055064,GO:0055081,GO:0055082,GO:0055083,GO:0055085,GO:0061687,GO:0065007,GO:0065008,GO:0070327,GO:0070555,GO:0070741,GO:0070887,GO:0071216,GO:0071219,GO:0071222,GO:0071310,GO:0071345,GO:0071347,GO:0071354,GO:0071356,GO:0071383,GO:0071384,GO:0071385,GO:0071396,GO:0071407,GO:0071466,GO:0071495,GO:0071548,GO:0071549,GO:0071702,GO:0071704,GO:0071705,GO:0071715,GO:0071944,GO:0072338,GO:0072511,GO:0097254,GO:0097327,GO:0097329,GO:0098590,GO:0098656,GO:0098754,GO:0098771,GO:0098862,GO:0099133,GO:0120025,GO:0120038,GO:1901086,GO:1901360,GO:1901564,GO:1901571,GO:1901652,GO:1901654,GO:1901655,GO:1901698,GO:1901700,GO:1901701,GO:1903825,GO:1905039	-	ko:K05032,ko:K05665,ko:K05666,ko:K05667	ko01523,ko01524,ko02010,ko04071,ko04911,ko04930,ko04976,ko04977,ko05206,map01523,map01524,map02010,map04071,map04911,map04930,map04976,map04977,map05206	-	-	-	ko00000,ko00001,ko02000	3.A.1.208.2,3.A.1.208.4,3.A.1.208.8,3.A.1.208.9	-	-	ABC_membrane,ABC_tran
g1492.t1	29073.XP_008684627.1	2.06e-150	504.0	COG1132@1|root,COG5021@1|root,KOG0054@2759|Eukaryota,KOG0940@2759|Eukaryota,38CH6@33154|Opisthokonta,3BA19@33208|Metazoa,3CSDY@33213|Bilateria,47ZXT@7711|Chordata,49362@7742|Vertebrata,3J9PD@40674|Mammalia,3ERPM@33554|Carnivora	33208|Metazoa	Q	Canalicular multispecific organic anion transporter	ABCC2	GO:0000003,GO:0000041,GO:0001101,GO:0002237,GO:0003008,GO:0003014,GO:0003674,GO:0003824,GO:0005215,GO:0005310,GO:0005342,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0005903,GO:0005911,GO:0006082,GO:0006790,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006835,GO:0006855,GO:0006869,GO:0006873,GO:0006950,GO:0006979,GO:0007565,GO:0008150,GO:0008152,GO:0008509,GO:0008514,GO:0009266,GO:0009308,GO:0009408,GO:0009410,GO:0009605,GO:0009607,GO:0009617,GO:0009628,GO:0009636,GO:0009719,GO:0009725,GO:0009914,GO:0009986,GO:0009987,GO:0010033,GO:0010035,GO:0010038,GO:0010243,GO:0010817,GO:0010876,GO:0014070,GO:0015075,GO:0015103,GO:0015127,GO:0015318,GO:0015399,GO:0015405,GO:0015694,GO:0015698,GO:0015711,GO:0015718,GO:0015721,GO:0015722,GO:0015723,GO:0015732,GO:0015849,GO:0015850,GO:0015893,GO:0015908,GO:0016020,GO:0016021,GO:0016324,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0016999,GO:0017111,GO:0017144,GO:0019725,GO:0019748,GO:0019752,GO:0019904,GO:0022414,GO:0022804,GO:0022857,GO:0030001,GO:0030002,GO:0030054,GO:0030320,GO:0030644,GO:0030653,GO:0031224,GO:0031226,GO:0031253,GO:0031427,GO:0031526,GO:0031960,GO:0032496,GO:0032501,GO:0032787,GO:0032870,GO:0033036,GO:0033762,GO:0033993,GO:0034097,GO:0034220,GO:0034612,GO:0034641,GO:0035690,GO:0042221,GO:0042316,GO:0042493,GO:0042592,GO:0042623,GO:0042626,GO:0042995,GO:0043207,GO:0043225,GO:0043434,GO:0043436,GO:0043492,GO:0043603,GO:0043627,GO:0044106,GO:0044237,GO:0044281,GO:0044425,GO:0044459,GO:0044463,GO:0044464,GO:0044703,GO:0044706,GO:0045177,GO:0046483,GO:0046581,GO:0046685,GO:0046689,GO:0046717,GO:0046903,GO:0046942,GO:0046943,GO:0048545,GO:0048878,GO:0050787,GO:0050801,GO:0050896,GO:0051179,GO:0051234,GO:0051384,GO:0051704,GO:0051707,GO:0051716,GO:0055064,GO:0055081,GO:0055082,GO:0055083,GO:0055085,GO:0061687,GO:0065007,GO:0065008,GO:0070327,GO:0070555,GO:0070741,GO:0070887,GO:0071216,GO:0071219,GO:0071222,GO:0071310,GO:0071345,GO:0071347,GO:0071354,GO:0071356,GO:0071383,GO:0071384,GO:0071385,GO:0071396,GO:0071407,GO:0071466,GO:0071495,GO:0071548,GO:0071549,GO:0071702,GO:0071704,GO:0071705,GO:0071715,GO:0071944,GO:0072338,GO:0072511,GO:0097254,GO:0097327,GO:0097329,GO:0098590,GO:0098656,GO:0098754,GO:0098771,GO:0098862,GO:0099133,GO:0120025,GO:0120038,GO:1901086,GO:1901360,GO:1901564,GO:1901571,GO:1901652,GO:1901654,GO:1901655,GO:1901698,GO:1901700,GO:1901701,GO:1903825,GO:1905039	-	ko:K05032,ko:K05665,ko:K05666,ko:K05667	ko01523,ko01524,ko02010,ko04071,ko04911,ko04930,ko04976,ko04977,ko05206,map01523,map01524,map02010,map04071,map04911,map04930,map04976,map04977,map05206	-	-	-	ko00000,ko00001,ko02000	3.A.1.208.2,3.A.1.208.4,3.A.1.208.8,3.A.1.208.9	-	-	ABC_membrane,ABC_tran
g1493.t1	1123319.AUBE01000005_gene70	4.42e-08	59.7	COG0454@1|root,COG0456@2|Bacteria,2GJJZ@201174|Actinobacteria	201174|Actinobacteria	K	Acetyltransferase (GNAT) domain	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_1,Acetyltransf_10
g1495.t1	1127673.GLIP_0961	4.99e-09	60.5	COG3040@1|root,COG3040@2|Bacteria,1RDAI@1224|Proteobacteria,1S3PW@1236|Gammaproteobacteria,466RV@72275|Alteromonadaceae	1236|Gammaproteobacteria	M	lipocalin	blc	GO:0005575,GO:0005623,GO:0006950,GO:0006974,GO:0008150,GO:0009279,GO:0009987,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0033554,GO:0044462,GO:0044464,GO:0050896,GO:0051716,GO:0071944	-	ko:K03098	-	-	-	-	ko00000,ko04147	-	-	-	Lipocalin_2
g1497.t1	218851.Aquca_007_00944.1	1.11e-42	162.0	KOG0032@1|root,KOG0032@2759|Eukaryota,37QY2@33090|Viridiplantae,3G8HU@35493|Streptophyta	35493|Streptophyta	T	calcium-dependent protein kinase	CPK5	GO:0001101,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004683,GO:0005488,GO:0005515,GO:0005516,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009719,GO:0009725,GO:0009737,GO:0009738,GO:0009755,GO:0009931,GO:0009987,GO:0010033,GO:0010119,GO:0010359,GO:0010857,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0018105,GO:0018193,GO:0018209,GO:0019538,GO:0022898,GO:0023052,GO:0032409,GO:0032412,GO:0032870,GO:0032879,GO:0033993,GO:0034762,GO:0034765,GO:0035556,GO:0036211,GO:0042221,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043269,GO:0043412,GO:0044070,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0046777,GO:0050789,GO:0050794,GO:0050896,GO:0051049,GO:0051716,GO:0065007,GO:0065009,GO:0070887,GO:0071215,GO:0071229,GO:0071310,GO:0071396,GO:0071495,GO:0071704,GO:0071944,GO:0097305,GO:0097306,GO:0140096,GO:1901564,GO:1901700,GO:1901701,GO:1902456,GO:1903959	2.7.11.1	ko:K13412	ko04626,ko05145,map04626,map05145	-	-	-	ko00000,ko00001,ko01000,ko01001	-	-	-	EF-hand_1,EF-hand_5,EF-hand_6,Pkinase
g1498.t1	40148.OGLUM12G20530.1	2.24e-64	243.0	COG5059@1|root,KOG0239@2759|Eukaryota,37M83@33090|Viridiplantae,3G9YT@35493|Streptophyta,3KSTP@4447|Liliopsida,3I2B0@38820|Poales	35493|Streptophyta	Z	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family	-	GO:0003674,GO:0003774,GO:0003777,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005856,GO:0005871,GO:0005875,GO:0006928,GO:0007017,GO:0007018,GO:0008150,GO:0009987,GO:0015630,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044422,GO:0044424,GO:0044430,GO:0044446,GO:0044464	-	ko:K10406	-	-	-	-	ko00000,ko04812	-	-	-	Kinesin,Malectin
g1499.t1	3055.EDP02915	2.87e-138	416.0	COG0076@1|root,KOG3843@2759|Eukaryota,37TJ4@33090|Viridiplantae,34HCE@3041|Chlorophyta	3041|Chlorophyta	J	Converts O-phosphoseryl-tRNA(Sec) to selenocysteinyl- tRNA(Sec) required for selenoprotein biosynthesis	-	-	2.9.1.2	ko:K03341	ko00450,ko00970,map00450,map00970	-	R08224	RC02965,RC02966	ko00000,ko00001,ko01000	-	-	-	SepSecS
g1500.t1	36331.EPrPI00000019579	3.18e-134	432.0	KOG3679@1|root,KOG3679@2759|Eukaryota,1MCQM@121069|Pythiales	121069|Pythiales	S	Source PGD	-	-	-	-	-	-	-	-	-	-	-	-	PHTB1_C,PHTB1_N
g1501.t1	157072.XP_008862002.1	3.63e-22	112.0	COG5422@1|root,KOG1729@1|root,KOG1729@2759|Eukaryota,KOG4424@2759|Eukaryota	2759|Eukaryota	T	Rho guanyl-nucleotide exchange factor activity	-	-	-	ko:K05724	-	-	-	-	ko00000	-	-	-	FYVE,PH,RhoGEF
